Interactor 1 Gene symbol,Interactor 1 HPRD id,Interactor 1 RefSeq id,Interactor 2 Gene symbol,Interactor 2 HPRD id,Interactor 2 RefSeq id,"Experiment type (in vivo, in vitro and yeast 2-hybrid)"
FASLG,00610,NP_000630.1,EZR,00475,NP_003370.2,in vitro;in vivo
CBX1,05149,NP_006798.1,CBX1,05149,NP_006798.1,in vitro;in vivo;yeast 2-hybrid
RB1,01574,NP_000312.2,E2F1,01806,NP_005216.1,in vitro;in vivo
CASP8,03459,NP_001073594.1,CASP8,03459,NP_001073594.1,in vitro;in vivo;yeast 2-hybrid
ZAP70,01495,NP_001070.2,CRK,01267,NP_058431.2,in vitro;in vivo
ZAP70,01495,NP_001070.2,VAV1,01284,NP_005419.2,in vitro;in vivo
VAV1,01284,NP_005419.2,GRB2,00150,NP_002077.1,in vitro;in vivo;yeast 2-hybrid
SUMO2,04332,NP_008868.3,SETDB1,06828,NP_001138887.1,yeast 2-hybrid
YWHAZ,03183,NP_003397.1,BCAR1,04248,NP_055382.2,in vitro;in vivo;yeast 2-hybrid
ZNF74,01928,NP_003417.2,TRIM28,03445,NP_005753.1,in vivo
EP300,04078,NP_001420.2,EP300,04078,NP_001420.2,in vitro
SDC2,00803,NP_002989.2,EZR,00475,NP_003370.2,in vitro;in vivo
BCR,01044,NP_004318.3,YWHAQ,00886,NP_006817.1,in vitro
ABL1,01809,NP_009297.2,MAPT,01142,NP_001116538.1,in vivo
CAV1,03028,NP_001744.2,NOS2,01225,NP_000616.3,in vitro
HTT,00883,NP_002102.4,TRIP10,05142,NP_004231.1,in vitro
CBL,01320,NP_005179.2,PIK3R1,01381,NP_852664.1,in vitro;in vivo
TGFB1I1,03831,NP_001035919.1,PTK2B,03131,NP_004094.3,in vitro;in vivo
PIM1,01292,NP_002639.1,SNX6,12086,NP_689419.2,in vitro;in vivo
ICAM3,00889,NP_002153.2,EZR,00475,NP_003370.2,in vitro;in vivo
DUT,03165,P33316,PPARD,02679,NP_006229.1,in vitro;in vivo
CD40,00178,NP_001241.1,JAK3,02547,NP_000206.2,in vitro
TRAF6,03833,NP_665802.1,FHL2,04026,NP_001441.4,in vivo
PRKAR1A,01786,NP_002725.1,AKAP1,03905,NP_003479.1,in vitro;in vivo
PKN1,03019,NP_998725.1,AKAP9,04921,NP_671700.1,in vitro;in vivo
CDC5L,04184,NP_001244.1,PPP1CA,15942,NP_001008709.1,in vitro;in vivo
PRKDC,02941,NP_008835.5,CIB1,03800,NP_006375.2,in vitro;in vivo
FEZ2,09213,NP_001036013.1,FEZ1,09212,NP_005094.1,yeast 2-hybrid
ICAM1,00996,NP_000192.2,EZR,00475,NP_003370.2,in vitro;in vivo
DES,00514,NP_001918.3,NEB,01196,NP_004534.2,in vitro;yeast 2-hybrid
AKAP9,04921,NP_671700.1,TACC3,05601,NP_006333.1,yeast 2-hybrid
TES,05833,NP_056456.1,ACTN1,00020,NP_001123476.1,in vitro
TES,05833,NP_056456.1,ZYX,03592,NP_003452.1,in vitro
PARP3,06370,NP_001003931.2,PARP1,01435,NP_001609.2,in vivo
PARP1,01435,NP_001609.2,NPM1,01246,NP_002511.1,in vitro
PARP1,01435,NP_001609.2,NCL,01245,NP_005372.2,in vitro
GC,00749,NP_000574.2,ACTA2,00031,NP_001604.1,in vitro
PTPRC,01050,NP_002829.2,EZR,00475,NP_003370.2,in vitro
TES,05833,NP_056456.1,ACTL7A,11976,NP_006678.1,in vitro;yeast 2-hybrid
TES,05833,NP_056456.1,VASP,03415,NP_003361.1,in vitro
TES,05833,NP_056456.1,EVL,10942,NP_057421.1,in vitro
TES,05833,NP_056456.1,TLN1,01726,NP_006280.3,in vitro;in vivo
TES,05833,NP_056456.1,ENAH,12360,NP_001008493.1,in vitro;in vivo
CASP7,03457,NP_203124.1,CLSPN,09257,NP_071394.2,in vitro
FYN,00655,NP_002028.1,PTPRZ1,01481,NP_002842.2,in vitro;yeast 2-hybrid
LCK,01080,NP_005347.3,EZR,00475,NP_003370.2,in vitro;in vivo
CCND1,01346,NP_444284.1,ESR1,00589,NP_000116.2,in vitro;in vivo;yeast 2-hybrid
C1QBP,03168,NP_001203.1,PRKCZ,01504,NP_002735.3,in vitro;in vivo
DVL1,03220,NP_004412.2,SMAD4,02995,NP_005350.1,in vitro
DNAJB1,05198,NP_006136.1,STUB1,06232,NP_005852.2,in vitro;in vivo
SMAD1,03356,NP_005891.1,ERBB2IP,06090,AAK69431.1,in vitro
ERBB2IP,06090,AAK69431.1,SMAD2,03221,NP_005892.1,in vitro
ERBB2IP,06090,AAK69431.1,SMAD4,02995,NP_005350.1,in vitro
MAX,01113,NP_002373.3,MSH2,00389,NP_000242.1,in vitro;in vivo
MAP3K7,04011,NP_663304.1,MAP3K7,04011,NP_663304.1,in vitro;in vivo;yeast 2-hybrid
BCAR1,04248,NP_055382.2,TRIP6,04242,NP_003293.2,in vivo
PIK3R1,01381,NP_852664.1,EZR,00475,NP_003370.2,in vitro;in vivo
AKT1,01261,NP_005154.2,YBX1,01095,NP_004550.2,in vitro;in vivo
SELP,01433,NP_002996.2,EZR,00475,NP_003370.2,in vivo
MAPK14,02619,NP_001306.1,HNF4A,02612,CAA89989.1,in vitro
FADD,03909,NP_003815.1,CFLAR,04671,NP_003870.4,in vivo;yeast 2-hybrid
STARD13,11607,NP_821074.1,TAX1BP1,05618,NP_006015.4,in vitro;in vivo;yeast 2-hybrid
PRKAR2A,01484,NP_004148.1,EZR,00475,NP_003370.2,in vivo
SNAP23,03962,NP_003816.2,VAMP3,04711,NP_004772.1,in vivo;yeast 2-hybrid
NUCB1,03205,NP_006175.2,GNAS,00761,NP_536350.2,yeast 2-hybrid
NUCB1,03205,NP_006175.2,GNAZ,00746,NP_002064.1,yeast 2-hybrid
TNFAIP3,01857,NP_006281.1,YWHAH,00215,NP_003396.1,in vitro;in vivo;yeast 2-hybrid
SIX1,03125,NP_005973.1,EYA2,09041,NP_742111.1,yeast 2-hybrid
EZH2,03342,NP_004447.2,PHF1,04195,NP_077084.1,yeast 2-hybrid
RNF7,04840,NP_055060.1,CUL1,04389,NP_003583.2,in vivo;yeast 2-hybrid
PRKCA,01498,NP_002728.1,EZR,00475,NP_003370.2,in vivo
RARA,06769,NP_000955.1,NRIP1,03927,NP_003480.2,in vitro;yeast 2-hybrid
RNF7,04840,NP_055060.1,CUL5,03444,NP_003469.2,in vivo;yeast 2-hybrid
MAGED1,02202,NP_001005333.1,MAGED1,02202,NP_001005333.1,in vitro;in vivo
RNF7,04840,NP_055060.1,PLA2G15,07128,NP_036452.1,in vivo;yeast 2-hybrid
RNF7,04840,NP_055060.1,CUL2,06786,NP_003582.2,in vivo;yeast 2-hybrid
GRAP2,05156,NP_004801.1,STAMBP,05877,NP_006454.1,in vitro;yeast 2-hybrid
JUB,16426,NP_116265.1,BCAR1,04248,NP_055382.2,in vivo;yeast 2-hybrid
RXRB,01578,NP_068811.1,NRIP1,03927,NP_003480.2,in vitro;yeast 2-hybrid
IKZF1,04318,NP_006051.1,IKZF3,05869,NP_036613.2,in vitro;in vivo;yeast 2-hybrid
PRMT2,09060,NP_996845.1,PRMT2,09060,NP_996845.1,in vitro
RDX,01534,NP_002897.1,EZR,00475,NP_003370.2,in vivo
CDC25A,00305,NP_001780.2,YWHAE,05457,NP_006752.1,in vitro;in vivo;yeast 2-hybrid
CDC25A,00305,NP_001780.2,YWHAB,03184,NP_003395.1,in vitro;in vivo;yeast 2-hybrid
CDKN2A,02542,NP_478102.1,CDKN2A,02542,NP_478102.1,in vitro;in vivo;yeast 2-hybrid
MAD2L1,03274,NP_002349.1,MAD2L1,03274,NP_002349.1,in vitro
SNAP25,02637,NP_003072.2,STX4,01722,NP_004595.2,in vitro;yeast 2-hybrid
SAP18,04256,NP_005861.2,POLE2,16007,NP_002683.2,in vitro;yeast 2-hybrid
GADD45A,00528,NP_001915.1,CDKN1A,00298,NP_510867.1,in vitro;in vivo;yeast 2-hybrid
CDH1,01885,BAA88957.1,EZR,00475,NP_003370.2,in vivo
HSPA8,07205,NP_006588.1,HSPA8,07205,NP_006588.1,in vitro;in vivo
BIRC2,03419,NP_001157.1,CASP9,03756,NP_001220.2,in vitro;in vivo
FADD,03909,NP_003815.1,TNFRSF10A,04679,NP_003835.3,in vivo
MAPK14,02619,NP_001306.1,SLC9A1,00123,NP_003038.2,in vitro;in vivo
CDC42,00309,NP_001782.1,CDC42EP3,09364,NP_006440.2,in vitro;yeast 2-hybrid
GNB2L1,01503,NP_006089.1,DNM1,03851,NP_004399.2,in vitro
CLTC,00350,NP_004850.1,HGS,05085,NP_004703.1,in vitro;yeast 2-hybrid
MAPK14,02619,NP_001306.1,EIF4EBP1,03746,NP_004086.1,in vitro
STAT5A,03301,NP_003143.2,STAT5A,03301,NP_003143.2,in vivo;yeast 2-hybrid
VCAM1,01888,NP_001069.1,EZR,00475,NP_003370.2,in vitro;in vivo
CASP9,03756,NP_001220.2,CASP9,03756,NP_001220.2,in vitro
SYT4,02519,NP_065834.1,SYT4,02519,NP_065834.1,in vitro
TLE1,02557,NP_005068.2,TLE1,02557,NP_005068.2,yeast 2-hybrid
KIF5A,09108,NP_004975.2,KIF5A,09108,NP_004975.2,in vivo
CCND2,00451,NP_001750.1,CDK4,00447,NP_000066.1,in vitro
RAB11A,05715,NP_004654.1,RAB11A,05715,NP_004654.1,in vitro
SMC3,05829,NP_005436.1,KIFAP3,03499,NP_055785.2,in vitro;yeast 2-hybrid
SNAP25,02637,NP_003072.2,HGS,05085,NP_004703.1,yeast 2-hybrid
TRIM54,05928,NP_115935.3,TRIM55,05927,NP_908973.1,yeast 2-hybrid
TNFRSF25,04532,NP_683866.1,TRADD,04610,NP_003780.1,in vivo;yeast 2-hybrid
L1CAM,02394,NP_000416.1,EZR,00475,NP_003370.2,in vivo
AP3S1,03298,NP_001275.1,AP3D1,06260,NP_003929.4,in vitro;yeast 2-hybrid
BNIP2,04481,NP_004321.2,CDC42,00309,NP_001782.1,in vitro;in vivo;yeast 2-hybrid
KIF5A,09108,NP_004975.2,KIF5B,07214,NP_004512.1,in vivo
KIF5A,09108,NP_004975.2,KIF5C,18371,NP_004513.1,in vivo
GRN,00733,NP_002078.1,HK3,00806,NP_002106.2,in vitro;in vivo;yeast 2-hybrid
TRIM9,05947,NP_055978.4,SNAP25,02637,NP_003072.2,in vitro;yeast 2-hybrid
THEG,15503,NP_057669.1,CCT5,06468,NP_036205.1,in vivo;yeast 2-hybrid
HNF4A,02612,CAA89989.1,NCOA1,04070,NP_003734.3,yeast 2-hybrid
HGS,05085,NP_004703.1,HAP1,02972,NP_003940.3,in vitro;in vivo;yeast 2-hybrid
THRSP,03566,NP_003242.1,THRSP,03566,NP_003242.1,in vitro;in vivo;yeast 2-hybrid
MYL1,01180,NP_524144.1,ACTA2,00031,NP_001604.1,in vitro
MSN,02399,NP_002435.1,EZR,00475,NP_003370.2,in vitro;in vivo
PRKCZ,01504,NP_002735.3,PRKCZ,01504,NP_002735.3,in vivo
AP2M1,03014,NP_004059.2,DCX,02127,NP_000546.2,in vitro;yeast 2-hybrid
TOM1L1,05266,NP_005477.2,HGS,05085,NP_004703.1,yeast 2-hybrid
LRP12,17447,NP_038465.1,SNAPIN,06111,NP_036569.1,yeast 2-hybrid
TRAP1,05868,NP_057376.2,TNFRSF1A,01861,NP_001056.1,in vitro;yeast 2-hybrid
NR1H4,04827,AAM53550.1,NCOA1,04070,NP_003734.3,yeast 2-hybrid
FBF1,10948,NP_001074011.1,FAS,00609,NP_000034.1,yeast 2-hybrid
NR1H4,04827,AAM53550.1,RXRA,01577,NP_002948.1,in vitro;yeast 2-hybrid
PACSIN3,05937,NP_057307.2,WASL,05448,NP_003932.3,in vitro
S100P,02792,NP_005971.1,EZR,00475,NP_003370.2,in vitro
NEDD9,11888,NP_006394.1,TRIP6,04242,NP_003293.2,yeast 2-hybrid
GRB2,00150,NP_002077.1,SH3KBP1,02301,NP_114098.1,in vitro
PUF60,18051,NP_510965.1,FUBP1,10349,AAH17247.1,in vivo;yeast 2-hybrid
DNM1L,04833,NP_036192.2,GSK3B,05418,NP_002084.2,in vitro;yeast 2-hybrid
NRIP1,03927,NP_003480.2,PPARG,03288,NP_056953.2,in vitro;yeast 2-hybrid
CTSB,00287,NP_680090.1,S100A10,00232,NP_002957.1,in vitro;yeast 2-hybrid
FAS,00609,NP_000034.1,FAS,00609,NP_000034.1,in vitro;in vivo;yeast 2-hybrid
YBX1,01095,NP_004550.2,SFRS9,09053,NP_003760.1,in vivo;yeast 2-hybrid
PTPN13,02602,NP_542416.1,PDLIM4,04571,NP_003678.2,in vitro;yeast 2-hybrid
ERBB2IP,06090,AAK69431.1,ERBB2IP,06090,AAK69431.1,in vitro;yeast 2-hybrid
PTK2,02859,NP_005598.3,EZR,00475,NP_003370.2,in vitro;in vivo
CBX5,05131,NP_036249.1,TRIM24,04556,NP_056989.2,in vitro
SRC,01819,NP_005408.1,SRC,01819,NP_005408.1,in vitro
SNAP25,02637,NP_003072.2,SNAPIN,06111,NP_036569.1,in vitro;yeast 2-hybrid
NR3C2,02991,NP_000892.2,TRIM24,04556,NP_056989.2,in vitro
MCM7,01154,NP_005907.3,MCM10,11297,NP_877428.1,in vitro
MCM7,01154,NP_005907.3,MCM6,03485,NP_005906.2,in vitro;in vivo;yeast 2-hybrid
MCM7,01154,NP_005907.3,MNAT1,04042,NP_002422.1,in vitro;yeast 2-hybrid
RDX,01534,NP_002897.1,TSC1,05594,NP_000359.1,in vitro;in vivo;yeast 2-hybrid
MCM7,01154,NP_005907.3,MCM7,01154,NP_005907.3,yeast 2-hybrid
NME2,01132,NP_001018146.1,TERF1,02975,NP_059523.2,in vitro;yeast 2-hybrid
DLG1,03007,NP_004078.2,EZR,00475,NP_003370.2,in vitro
S100A4,15914,NP_002952.1,S100A4,15914,NP_002952.1,in vitro;in vivo;yeast 2-hybrid
DIAPH1,03670,NP_005210.3,PAX6,06167,NP_001595.2,in vitro;in vivo;yeast 2-hybrid
BAT1,00805,NP_004631.1,BAT1,00805,NP_004631.1,in vitro;yeast 2-hybrid
PTN,01199,NP_002816.1,PTN,01199,NP_002816.1,in vitro;yeast 2-hybrid
GRM8,03071,NP_000836.2,PIAS1,16029,NP_057250.1,in vitro;yeast 2-hybrid
RARA,06769,NP_000955.1,PNRC2,17871,NP_060231.1,yeast 2-hybrid
SFN,03185,NP_006133.1,MAP3K5,03904,NP_005914.1,yeast 2-hybrid
GOLGA2,03989,NP_004477.3,RAB1A,01538,NP_004152.1,in vitro;yeast 2-hybrid
ROCK1,03414,NP_005397.1,EZR,00475,NP_003370.2,in vivo
MMP14,02856,NP_004986.1,ADI1,17607,NP_060739.2,in vitro;yeast 2-hybrid
OAZ1,03346,NP_004143.1,OAZ2,11966,AAF99601.1,in vitro;yeast 2-hybrid
GOLGA2,03989,NP_004477.3,GORASP2,08303,NP_056345.3,in vitro;yeast 2-hybrid
GOLGA2,03989,NP_004477.3,RAB2A,01539,NP_002856.1,in vitro;yeast 2-hybrid
PPARG,03288,NP_056953.2,NCOA1,04070,NP_003734.3,in vitro;yeast 2-hybrid
GRB2,00150,NP_002077.1,GRB2,00150,NP_002077.1,in vitro;in vivo;yeast 2-hybrid
TUBA4A,01851,NP_005991.1,PARK2,03967,NP_004553.2,in vivo
TUBB,01852,NP_001060.1,PARK2,03967,NP_004553.2,in vivo
TBP,02511,NP_003185.1,PIAS3,09068,NP_006090.2,yeast 2-hybrid
PTPRZ1,01481,NP_002842.2,GRLF1,05592,NP_004482.4,in vitro
CFTR,03883,NP_000483.3,EZR,00475,NP_003370.2,in vivo
CSNK2A1,00277,NP_001886.1,SHOX,02430,NP_000442.1,in vitro
PRKCZ,01504,NP_002735.3,CASP9,03756,NP_001220.2,in vitro;in vivo
PRKCQ,02710,NP_006248.1,PRKCQ,02710,NP_006248.1,in vitro;in vivo
CDK1,00302,NP_001777.1,ECT2,11860,NP_060568.3,in vitro
PLK1,03652,NP_005021.2,ECT2,11860,NP_060568.3,in vitro
STK38L,10256,NP_055815.1,STK24,10385,NP_003567.2,in vitro;in vivo
ARHGDIB,04162,NP_001166.3,EZR,00475,NP_003370.2,in vitro
RPS6KA1,03402,NP_001006666.1,NR4A3,02766,NP_775292.1,in vivo
RPS6KA1,03402,NP_001006666.1,NR4A2,03493,NP_006177.1,in vivo
SLC9A3R1,05406,NP_004243.1,EZR,00475,NP_003370.2,in vitro;in vivo
GSK3B,05418,NP_002084.2,MYOCD,09362,NP_705832.1,in vitro;in vivo
CSNK2A1,00277,NP_001886.1,ARNT,00524,NP_001659.1,in vitro
AKT1,01261,NP_005154.2,GATA1,02372,NP_002040.1,in vitro;in vivo
TSC1,05594,NP_000359.1,EZR,00475,NP_003370.2,in vitro;in vivo
CSNK1A1,02739,NP_001020276.1,FADD,03909,NP_003815.1,in vitro;in vivo
PTK2B,03131,NP_004094.3,PTK2,02859,NP_005598.3,in vitro
CDK1,00302,NP_001777.1,BUB1,03907,NP_004327.1,in vitro
OXSR1,06809,NP_005100.1,SLC12A2,06775,NP_001037.1,in vitro
KCNK3,04451,NP_002237.1,YWHAZ,03183,NP_003397.1,in vivo;yeast 2-hybrid
SLC9A3R2,05946,NP_001123484.1,EZR,00475,NP_003370.2,in vitro;in vivo
TERF1,02975,NP_059523.2,TNKS2,06182,NP_079511.1,in vitro;in vivo;yeast 2-hybrid
SNCA,01227,NP_000336.1,UBB,06771,NP_061828.1,in vivo
SNCA,01227,NP_000336.1,MT-CO3,02471,AAP90927.1,in vitro;yeast 2-hybrid
TERF1,02975,NP_059523.2,ATM,06347,NP_000042.3,in vitro;in vivo
CAMK2A,06532,NP_057065.2,ITGB1BP1,06194,NP_004754.1,in vitro
PTPRZ1,01481,NP_002842.2,PTN,01199,NP_002816.1,in vitro;in vivo
BACE1,07255,NP_036236.1,PLSCR1,08855,NP_066928.1,in vitro;in vivo;yeast 2-hybrid
BACE1,07255,NP_036236.1,BRI3,16562,NP_056194.1,in vivo;yeast 2-hybrid
DMPK,05645,NP_001075032.1,ATXN1,03333,NP_000323.2,yeast 2-hybrid
CLIC5,06292,NP_001107558.1,EZR,00475,NP_003370.2,in vitro
BACE1,07255,NP_036236.1,APP,00100,NP_000475.1,in vitro
NR4A2,03493,NP_006177.1,PIAS4,06910,NP_056981.2,in vitro;in vivo;yeast 2-hybrid
TP53,01859,NP_000537.3,UBB,06771,NP_061828.1,in vitro;in vivo
TP53,01859,NP_000537.3,MDM2,01272,NP_002383.2,in vitro;in vivo;yeast 2-hybrid
FURIN,00653,NP_002560.1,PMCH,01459,NP_002665.2,in vivo
PCSK1,01201,NP_000430.3,PMCH,01459,NP_002665.2,in vivo
PCSK2,01202,NP_002585.2,PMCH,01459,NP_002665.2,in vivo
PCSK5,08985,NP_006191.2,PMCH,01459,NP_002665.2,in vivo
SPN,06770,NP_003114.1,EZR,00475,NP_003370.2,in vitro;in vivo
PCSK7,05339,NP_004707.2,PMCH,01459,NP_002665.2,in vivo
KCNMA1,15967,NP_001014797.1,KCNMA1,15967,NP_001014797.1,in vivo
PPARA,01369,NP_001001930.1,PRKCA,01498,NP_002728.1,in vitro
PPARA,01369,NP_001001930.1,PRKCD,01501,NP_006245.2,in vitro
ESRRA,07210,NP_004442.3,ESRRA,07210,NP_004442.3,in vivo
ESRRA,07210,NP_004442.3,PRKCD,01501,NP_006245.2,in vitro
RARRES3,05479,NP_004576.2,HRAS,01813,NP_005334.1,in vivo
NCOA3,03570,NP_858045.1,SUMO1,03554,NP_003343.1,in vivo
NF2,06980,NP_000259.1,EZR,00475,NP_003370.2,in vitro;in vivo
CSF2RA,02381,NP_006131.2,KIT,01287,NP_000213.1,in vivo
PLK1,03652,NP_005021.2,BUB1,03907,NP_004327.1,in vitro;in vivo
KPNA1,02819,NP_002255.3,STAT3,00026,NP_644805.1,in vitro;in vivo
KPNA6,09465,NP_036448.1,STAT3,00026,NP_644805.1,in vitro
KPNA6,09465,NP_036448.1,STAT1,02777,NP_009330.1,in vitro
SLC12A6,09220,AAD39742.1,STK39,09627,NP_037365.2,yeast 2-hybrid
SLC12A6,09220,AAD39742.1,OXSR1,06809,NP_005100.1,yeast 2-hybrid
SLC12A1,02908,NP_000329.2,OXSR1,06809,NP_005100.1,yeast 2-hybrid
SLC12A1,02908,NP_000329.2,STK39,09627,NP_037365.2,yeast 2-hybrid
STK39,09627,NP_037365.2,WNK4,03505,NP_115763.2,yeast 2-hybrid
SELL,07034,CAB55488.1,EZR,00475,NP_003370.2,in vitro
UBB,06771,NP_061828.1,RAD23B,06772,NP_002865.1,in vitro
UBB,06771,NP_061828.1,RAD23A,07191,NP_005044.1,in vitro
TFAP2B,03360,NP_003212.2,YEATS4,03666,NP_006521.1,in vitro;in vivo;yeast 2-hybrid
FLNA,02060,NP_001104026.1,ARRB2,00147,NP_004304.1,in vitro;in vivo;yeast 2-hybrid
FLNA,02060,NP_001104026.1,ARRB1,00146,NP_004032.2,in vitro;in vivo
STK39,09627,NP_037365.2,RELT,15544,NP_116260.2,in vitro;in vivo;yeast 2-hybrid
THRB,07521,NP_000452.2,NCOR1,02911,NP_006302.2,in vitro;yeast 2-hybrid
PROX1,03330,NP_002754.2,HNF4A,02612,CAA89989.1,in vitro;in vivo;yeast 2-hybrid
PROX1,03330,NP_002754.2,NR5A1,01702,NP_004950.2,yeast 2-hybrid
SCYL3,07459,NP_851607.2,EZR,00475,NP_003370.2,in vivo
NR0B2,05219,NP_068804.1,HNF4A,02612,CAA89989.1,yeast 2-hybrid
RBL2,01576,NP_005602.3,CCND1,01346,NP_444284.1,yeast 2-hybrid
RBL2,01576,NP_005602.3,CCND3,00452,NP_001751.1,yeast 2-hybrid
RBL2,01576,NP_005602.3,RINT1,15250,NP_068749.3,in vitro;in vivo;yeast 2-hybrid
PELP1,10144,NP_055204.2,HGS,05085,NP_004703.1,in vitro;in vivo;yeast 2-hybrid
EZR,00475,NP_003370.2,ADRA1B,00080,NP_000670.1,in vitro;in vivo;yeast 2-hybrid
FN1,00626,NP_997647.1,FSTL3,05632,NP_005851.1,in vitro;yeast 2-hybrid
FN1,00626,NP_997647.1,FST,00641,NP_037541.1,in vitro
TXN,01761,NP_003320.2,DNAJA1,04159,NP_001530.1,in vivo;yeast 2-hybrid
EIF4ENIF1,10456,NP_062817.2,SPAG5,10246,NP_006452.3,yeast 2-hybrid
PALLD,09731,NP_057165.3,EZR,00475,NP_003370.2,in vitro;in vivo
EIF4ENIF1,10456,NP_062817.2,EIF3E,03734,NP_001559.1,yeast 2-hybrid
LRP8,04002,NP_004622.2,GRIN1,15926,NP_015566.1,in vivo
LRP8,04002,NP_004622.2,DLG4,04199,NP_001356.1,in vivo
CDK2,00310,NP_001789.2,POLD2,15982,NP_006221.1,in vitro
FOS,01275,NP_005243.1,LMNA,01035,CAA27173.1,in vitro;in vivo;yeast 2-hybrid
SLC9A3,01660,NP_004165.2,SHANK2,04479,NP_036441.2,in vitro;in vivo;yeast 2-hybrid
STMN1,01047,NP_001138926.1,STAT3,00026,NP_644805.1,in vitro;in vivo
PAX3,09421,NP_852124.1,WWTR1,09580,NP_056287.1,in vitro;in vivo;yeast 2-hybrid
SH3RF1,15335,NP_065921.2,SIAH1,03736,NP_001006611.1,in vitro;in vivo;yeast 2-hybrid
MSH4,03658,NP_002431.2,MSH4,03658,NP_002431.2,yeast 2-hybrid
ADORA2B,15971,NP_000667.1,EZR,00475,NP_003370.2,in vitro;in vivo
KCNJ1,08981,NP_000211.1,GOLGA3,03990,NP_005886.2,in vivo;yeast 2-hybrid
PPARG,03288,NP_056953.2,-,11459,NP_001032412.2,in vitro;yeast 2-hybrid
LAIR1,04292,NP_002278.1,CSK,00496,NP_004374.1,in vivo;yeast 2-hybrid
TICAM1,06350,NP_891549.1,TRAF1,03418,NP_005649.1,in vivo;yeast 2-hybrid
ITGB5,00949,NP_002204.2,FHL2,04026,NP_001441.4,yeast 2-hybrid
ITGB5,00949,NP_002204.2,FLNA,02060,NP_001104026.1,yeast 2-hybrid
ITGB5,00949,NP_002204.2,PALLD,09731,NP_057165.3,yeast 2-hybrid
ZMYND11,09830,NP_006615.2,TRAF6,03833,NP_665802.1,in vivo;yeast 2-hybrid
TMEM8B,16674,NP_001036054.1,EZR,00475,NP_003370.2,in vitro;in vivo
NCOR2,02910,NP_006303.3,NR1H2,02660,NP_009052.3,in vitro;yeast 2-hybrid
NCOR2,02910,NP_006303.3,NR2F1,00584,NP_005645.1,in vitro
NCOR2,02910,NP_006303.3,NR2F2,00139,NP_066285.1,in vitro
NCOR2,02910,NP_006303.3,NR1H4,04827,AAM53550.1,in vitro
NCOR2,02910,NP_006303.3,NR1D1,03873,NP_068370.1,in vitro;yeast 2-hybrid
NCOR2,02910,NP_006303.3,PPARG,03288,NP_056953.2,in vitro;yeast 2-hybrid
NCOA3,03570,NP_858045.1,NR1I2,04346,NP_071285.1,yeast 2-hybrid
MAP3K7,04011,NP_663304.1,MAP3K3,03965,NP_976226.1,in vivo;yeast 2-hybrid
TBC1D10A,18162,NP_114143.1,EZR,00475,NP_003370.2,in vitro;in vivo
ELN,00556,NP_000492.2,LOXL1,08861,NP_005567.2,in vitro;yeast 2-hybrid
PDPK1,05556,NP_002604.1,STRAP,05816,NP_009109.3,in vivo;yeast 2-hybrid
FGFR4,00625,NP_002002.3,EPHA4,03719,NP_004429.1,in vivo
DNAJC1,09922,NP_071760.2,ITIH4,02781,NP_002209.2,in vitro;in vivo;yeast 2-hybrid
RPGRIP1,05673,NP_065099.3,NPHP4,06238,NP_055917.1,in vitro;in vivo;yeast 2-hybrid
FGF1,00567,NP_000791.1,RPS2,04690,NP_002943.2,in vitro;yeast 2-hybrid
LMNA,01035,CAA27173.1,MRPS26,17595,NP_110438.1,yeast 2-hybrid
LMNA,01035,CAA27173.1,FLNA,02060,NP_001104026.1,yeast 2-hybrid
LMNA,01035,CAA27173.1,UNC13D,10598,NP_954712.1,yeast 2-hybrid
GNB1,00766,NP_002065.1,HDAC5,09246,NP_001015053.1,yeast 2-hybrid
IGF2R,00928,NP_000867.2,GZMB,00476,NP_004122.2,in vitro
PAWR,09051,NP_002574.2,TFPT,10266,NP_037474.1,in vitro;in vivo;yeast 2-hybrid
CDKN1B,02867,NP_004055.1,MCM7,01154,NP_005907.3,in vitro;in vivo;yeast 2-hybrid
RASD1,08958,NP_057168.1,GNB1,00766,NP_002065.1,yeast 2-hybrid
ERBB2IP,06090,AAK69431.1,NOD2,05810,NP_071445.1,in vivo;yeast 2-hybrid
INPPL1,02900,NP_001558.3,SORBS3,11535,NP_005766.3,in vivo;yeast 2-hybrid
SLC22A11,06161,NP_060954.1,PDZK1,04829,NP_002605.2,in vitro;in vivo;yeast 2-hybrid
SLC22A11,06161,NP_060954.1,SLC9A3R1,05406,NP_004243.1,in vitro;in vivo;yeast 2-hybrid
CEACAM1,00191,NP_001703.2,FLNA,02060,NP_001104026.1,in vitro;in vivo;yeast 2-hybrid
CRELD2,08455,NP_001128573.1,CHRNA4,00333,NP_000735.1,in vitro;yeast 2-hybrid
CRELD2,08455,NP_001128573.1,CHRNB2,00335,NP_000739.1,yeast 2-hybrid
ATN1,06311,NP_001931.2,PSME3,05500,NP_789839.1,yeast 2-hybrid
GZMB,00476,NP_004122.2,LMNB1,01036,NP_005564.1,in vitro
MMP7,01525,NP_002414.1,CD151,03763,NP_004348.2,in vitro;in vivo;yeast 2-hybrid
NFE2L2,02732,NP_006155.2,CHD6,13049,NP_115597.3,in vivo;yeast 2-hybrid
RUNX1,01043,NP_001745.2,CCND2,00451,NP_001750.1,in vivo
RUNX1,01043,NP_001745.2,CCND1,01346,NP_444284.1,in vivo
